timesteps,episode_reward,tardiness
2695758,-203.9482164392871,937
2696727,-205.94577831628646,1038
2697696,-202.5299898709872,1012
2698665,-195.04650363722826,937
2699634,-192.24402277459927,923
2700603,-190.47564910014773,1026
2701572,-202.9371562915329,999
2702541,-200.901490350186,1057
2703510,-208.5849793832242,995
2704479,-192.87581586245153,1046
2705448,-210.78276264039033,1075
2706417,-204.66201027165891,979
2707386,-205.58983669287414,964
2708355,-189.83787355825484,995
2709324,-203.06613817112253,1129
2710293,-194.2485087859499,1026
2711262,-197.253903418258,1047
2712231,-206.92415742430506,1070
2713200,-201.8719563946394,1013
2714169,-191.79704134229004,996
2715138,-191.16336148881172,951
2716107,-203.72081439332706,964
2717076,-193.7321848000069,999
2718045,-202.5094313769924,975
2719014,-203.77032062160814,1029
2719983,-201.62877432803933,1016
2720952,-200.33478061010808,1047
2721921,-194.95566780263533,1048
2722890,-200.13593967751194,1039
2723859,-206.55282964255713,1042
2724828,-191.2935845829598,974
2725797,-195.28886444428557,1002
2726766,-199.42515620783698,1013
2727735,-202.39089572461947,1073
2728704,-206.90357489261245,1002
2729673,-205.69759431588062,962
2730642,-198.51719584806,980
2731611,-205.73433574002155,967
2732580,-205.72870546213642,1117
2733549,-201.99560579250425,947
2734518,-206.22158482676403,982
2735487,-202.10477030856762,986
2736456,-194.56094393179708,943
2737425,-197.3973000759178,922
2738394,-206.979688184383,1021
2739363,-206.6422222150184,1001
2740332,-204.08732228227333,995
2741301,-197.94152254890233,982
2742270,-205.3471801098777,1013
2743239,-204.2294686202166,977
2744208,-193.86597131577764,911
2745177,-206.0798256383526,1090
2746146,-198.6165038535786,1007
2747115,-210.36106574705897,1069
2748084,-199.4022213103339,1009
2749053,-212.39131408106866,998
2750022,-204.51247195447158,937
2750991,-204.48779483670845,999
2751960,-202.31416610499426,1001
2752929,-207.1287302324975,1067
2753898,-189.24314339504048,955
2754867,-205.60245093348297,1038
2755836,-195.05703656119638,1027
2756805,-206.72345274637348,966
2757774,-185.35121701679884,1039
2758743,-195.1967352038076,984
2759712,-214.06180455174666,1089
2760681,-200.92833726334354,996
2761650,-186.68522663054654,1012
2762619,-197.75548769533125,1066
2763588,-206.63142454236385,1043
2764557,-211.38690813690764,1129
2765526,-212.28212600138562,1093
2766495,-198.11170320327273,1013
2767464,-198.54247321654339,964
2768433,-205.31440512433167,1065
2769402,-203.30836846021106,994
2770371,-199.56118688279955,1030
2771340,-201.01680448901772,1005
2772309,-199.86925265391284,1063
2773278,-200.63938835911338,997
2774247,-198.7835795585686,1015
2775216,-203.57924290438459,1077
2776185,-200.20674792626195,981
2777154,-198.14514339945802,1044
2778123,-205.7839727089181,1062
2779092,-203.4434318965329,1102
2780061,-193.89616437825003,957
2781030,-204.6097117776336,1019
2781999,-195.62839297837095,1025
2782968,-212.41641028771403,1068
2783937,-200.59359694632838,1000
2784906,-208.46896696413702,1028
2785875,-221.38628414013175,1065
2786844,-197.06043418896266,995
2787813,-211.9031450348557,1052
2788782,-192.22503424066036,1060
2789751,-199.75142275678712,1040
2790720,-199.28212621465252,1032
2791689,-198.90592536742383,1021
2792658,-197.18776395847328,1018
2793627,-196.10434673478028,999
2794596,-198.54148856228502,1035
2795565,-210.06966580810865,1036
2796534,-196.78849866407677,1047
2797503,-209.0032879627997,1043
2798472,-196.71009162944694,1021
2799441,-203.43651668799296,1160
2800410,-202.82080478805733,1029
2801379,-189.3659348429016,958
2802348,-210.2252460134048,1092
2803317,-190.6005443116801,1059
2804286,-196.8418345016202,1039
2805255,-195.42018289465074,1007
2806224,-200.28513043647771,1026
2807193,-199.06527881571947,1021
2808162,-202.9359458145327,1013
2809131,-198.48523526485423,978
2810100,-194.39099808625545,943
2811069,-202.5117928640312,1046
2812038,-200.9656196101445,979
2813007,-203.45738547223928,1054
2813976,-203.45346239279542,959
2814945,-196.43257200722152,956
2815914,-196.2668859222906,964
2816883,-200.29077204461402,978
2817852,-201.8506467457104,976
2818821,-194.3074714737614,1004
2819790,-208.46644452073411,1022
2820759,-196.0255486631411,997
2821728,-204.21374925458932,1018
2822697,-193.38856652021383,956
2823666,-201.09858023756743,1001
2824635,-195.6578241374014,976
2825604,-204.57532831362073,1007
2826573,-189.35611502605224,920
2827542,-198.17780734998314,994
2828511,-197.62004346314873,983
2829480,-201.5022089421013,975
2830449,-201.2549326363079,1011
2831418,-199.9607968218094,1006
2832387,-197.19246521451225,1025
2833356,-204.09678350356717,977
2834325,-194.2243878103089,949
2835294,-201.46952394104412,996
2836263,-199.56499642524608,1024
2837232,-195.13018385096655,998
2838201,-187.4797738736012,983
2839170,-199.30930592256942,1042
2840139,-201.0883600621818,971
2841108,-192.1194055331904,966
2842077,-200.7096619342331,984
2843046,-190.8796861409785,943
2844015,-190.16130460420518,942
2844984,-191.7623712203365,986
2845953,-190.63184762843318,937
2846922,-205.1677708166363,1094
2847891,-186.0336197453177,979
2848860,-192.69242192985575,1035
2849829,-199.6364187569397,982
2850798,-209.69640933936012,1052
2851767,-200.12285213066625,1010
2852736,-195.69459261790732,1028
2853705,-204.62867612463148,978
2854674,-198.98612545596143,1034
2855643,-191.43610906240224,1036
2856612,-189.8360740424436,961
2857581,-191.4106331668243,1115
2858550,-196.65241765899378,1046
2859519,-206.46175317590257,1048
2860488,-190.12331497077855,1067
2861457,-197.83824703294258,967
2862426,-204.53874047968577,976
2863395,-197.2163862682509,956
2864364,-191.5903775627976,970
2865333,-201.8847142701314,952
2866302,-184.80401355500555,984
2867271,-191.99321110948827,934
2868240,-202.82818979547443,978
2869209,-213.91144895392455,1177
2870178,-192.23473267231753,965
2871147,-200.78585081208712,987
2872116,-200.67785445794536,924
2873085,-197.31287760369693,1079
2874054,-198.1666593668047,1020
2875023,-206.83241610748956,1103
2875992,-194.55156645245972,975
2876961,-197.08406640327766,948
2877930,-198.8541547608088,1014
2878899,-203.99976017009234,1054
2879868,-202.56453315262357,1044
2880837,-199.71622380342376,996
2881806,-198.48115784019873,1034
2882775,-195.93550925999304,1083
2883744,-192.57024380640104,1004
2884713,-204.15623707668215,1054
2885682,-211.63759600623507,1075
2886651,-203.60757655261523,1070
2887620,-193.988607469841,989
2888589,-194.04651678893094,1059
2889558,-199.986947078887,1005
2890527,-212.0705665916595,1091
2891496,-199.94273993975327,938
2892465,-196.1060839264018,968
2893434,-191.38777248915818,946
2894403,-187.59263151422172,1032
2895372,-193.0947066764436,1022
2896341,-209.20796744897876,1016
2897310,-196.02191726097757,989
2898279,-193.25391752350103,970
2899248,-195.9501308379035,933
2900217,-196.74629147360307,1030
2901186,-204.05493491857203,1087
2902155,-195.47722705452531,1050
2903124,-202.20816082890974,989
2904093,-192.14024073937506,969
2905062,-202.8681264628488,1029
2906031,-198.39669015203677,982
2907000,-198.876731544633,952
2907969,-197.02699407357375,1020
2908938,-197.92317845043004,1033
2909907,-202.88181695889742,983
2910876,-206.04218689152216,1074
2911845,-199.72337773975087,1101
2912814,-192.00026354301093,998
2913783,-189.4529757171728,988
2914752,-198.7912149927941,978
2915721,-180.27497184152503,936
2916690,-196.32370649112565,988
2917659,-202.3514682723332,1067
2918628,-200.19065763926275,989
2919597,-206.32050427456215,1035
2920566,-189.98317693507207,987
2921535,-198.78587706252213,1016
2922504,-189.06817487107799,1020
2923473,-206.06852803094836,1038
2924442,-196.48637325295707,1034
2925411,-196.1041670739176,1141
2926380,-210.88292281395383,1092
2927349,-196.92517371330075,923
2928318,-188.57834273748213,967
2929287,-183.1895745732255,1049
2930256,-197.17584971604848,955
2931225,-190.36054228211634,913
2932194,-184.9413989706306,1036
2933163,-187.7433439064354,1060
2934132,-199.86311121344977,1034
2935101,-197.68564001134354,1014
2936070,-204.7593540876449,1029
2937039,-191.43852372409,1077
2938008,-194.69443966365742,1013
2938977,-201.82050747278097,942
2939946,-186.9848241189508,975
2940915,-202.69140707963012,976
2941884,-193.62726749539416,1002
2942853,-200.3760852628493,1010
2943822,-201.78936118257596,993
2944791,-196.78086086391178,1056
2945760,-186.32527151853586,916
2946729,-202.67573443973393,1010
2947698,-197.12213060187878,979
2948667,-205.78583664966183,1020
2949636,-202.41569818968392,1003
2950605,-192.20842527432777,978
2951574,-188.40125469580087,1024
2952543,-193.20230471183734,1001
2953512,-187.87266824978371,990
2954481,-200.54979830826468,958
2955450,-193.46082469061506,971
2956419,-194.73376186151884,914
2957388,-185.84348700066718,950
2958357,-201.76127295498512,931
2959326,-192.1209830831119,916
2960295,-198.24179694157434,1061
2961264,-191.7862551760026,954
2962233,-187.44127882088335,980
2963202,-195.2516521794188,986
2964171,-195.7863379433048,989
2965140,-200.97555898311958,963
2966109,-192.3109306952205,993
2967078,-201.51215189417147,1005
2968047,-201.8906510156535,1002
2969016,-196.13277363908875,989
2969985,-195.10582519784703,989
2970954,-192.2170522839595,984
2971923,-199.08226467745655,988
2972892,-193.4635067140006,1027
2973861,-205.51787838093782,1069
2974830,-199.9610158544581,1004
2975799,-204.00979247876856,1013
2976768,-198.50219561567073,961
2977737,-191.1573993503404,903
2978706,-189.27666544566998,1001
2979675,-190.8835398226703,929
2980644,-191.05300998479206,1003
2981613,-189.93792614157516,900
2982582,-198.44459079292622,955
2983551,-182.53490410139136,983
2984520,-198.64753576635755,911
2985489,-195.01701557525126,970
2986458,-196.8590764026909,968
2987427,-198.08530227621847,969
2988396,-193.1832860610637,974
2989365,-188.95781878447022,964
2990334,-196.85567086596325,951
2991303,-197.84934087853603,944
2992272,-193.77072227697724,1033
2993241,-192.1257628873323,923
2994210,-191.92330316609537,982
2995179,-193.23403597017762,927
2996148,-197.89316473075516,916
2997117,-197.20649651084233,996
2998086,-204.64990306872804,1013
2999055,-200.58988945257113,998
3000024,-182.20795120043329,940
