timesteps,episode_reward,tardiness
942837,-197.90640285571436,997
943806,-200.7079618584409,980
944775,-199.46688078905004,961
945744,-191.6467217348998,963
946713,-202.03040124578507,977
947682,-197.29097033061697,953
948651,-191.72444716076026,999
949620,-193.12619781735103,899
950589,-193.13426905935242,966
951558,-190.04863759076343,993
952527,-195.7048794875474,1000
953496,-200.2328994221254,1011
954465,-195.66947591538366,921
955434,-187.47443245122366,1012
956403,-190.9018750369347,913
957372,-193.20388022721505,988
958341,-187.97933711276764,978
959310,-201.73232226172073,981
960279,-194.6214253477359,948
961248,-194.8019746631223,975
962217,-198.3017137758671,1028
963186,-188.4187504766836,954
964155,-191.45221483815604,945
965124,-206.7231472016817,1018
966093,-194.59097295249506,1008
967062,-194.28690158645747,999
968031,-193.005244559443,999
969000,-194.65042742720712,994
969969,-190.96473525698272,963
970938,-197.17128146904278,1043
971907,-191.8132546895226,961
972876,-199.4014628250783,1036
973845,-205.7532829337423,1053
974814,-197.71798788958378,1025
975783,-199.9607948242698,939
976752,-200.2954311342741,973
977721,-200.70210416412607,1019
978690,-198.57639525913012,1016
979659,-199.89016222959495,1007
980628,-199.61700156948748,993
981597,-194.20781233349135,971
982566,-198.15488548609676,974
983535,-198.40909185829292,971
984504,-199.43048261612347,964
985473,-199.02427860372956,971
986442,-204.33287826883085,1019
987411,-207.87735237867173,971
988380,-198.6733329124253,1002
989349,-200.52507455406248,954
990318,-200.42652909657215,940
991287,-206.76038970865542,990
992256,-206.91043617910051,979
993225,-193.71493725248496,1012
994194,-206.3707871974188,993
995163,-194.6982669271892,931
996132,-204.893787368109,991
997101,-199.74525520059086,955
998070,-200.01107666901163,913
999039,-202.37498494626612,993
1000008,-204.24623626530843,970
1000977,-192.14317818343824,956
1001946,-197.39301098441365,1002
1002915,-196.13035066685188,992
1003884,-199.48473300141976,1007
1004853,-200.8714810235082,987
1005822,-198.9010317687477,951
1006791,-203.1489959095477,960
1007760,-200.36585287935142,1033
1008729,-199.98324635861147,983
1009698,-196.66944530381025,921
1010667,-197.0586279812727,942
1011636,-200.03863327217024,1028
1012605,-197.0556116122634,961
1013574,-198.5047459095686,951
1014543,-204.4363721710518,1013
1015512,-208.03104377327583,1052
1016481,-205.11289852607143,935
1017450,-205.73804969650476,964
1018419,-206.5939370710926,998
1019388,-197.85131670509165,937
1020357,-206.52039646079294,999
1021326,-203.14950139512672,975
1022295,-203.99699617031254,959
1023264,-205.22800717435862,1032
1024233,-199.75210857332,997
1025202,-200.77228944104613,954
1026171,-205.1676366980303,1009
1027140,-202.55041134460956,975
1028109,-194.38784008726856,917
1029078,-202.17890501709334,980
1030047,-199.2605677171611,951
1031016,-206.1195471608057,1015
1031985,-201.23540675707838,940
1032954,-194.64236805143895,972
1033923,-191.81346635830917,979
1034892,-201.61948096698617,1010
1035861,-206.19014763454206,989
1036830,-212.88496433535246,1072
1037799,-209.78898738266273,1067
1038768,-204.36440055945423,1068
1039737,-194.80606537369465,953
1040706,-201.31783637862608,1015
1041675,-206.84509109797244,954
1042644,-193.0126514441538,1007
1043613,-199.02642060482594,973
1044582,-200.76140896574128,987
1045551,-189.34774773398541,984
1046520,-209.7649908066401,1014
1047489,-202.98470507424415,1037
1048458,-205.94963985935254,1009
1049427,-198.48397896407832,943
1050396,-200.3654350241965,1040
1051365,-202.17722645776396,994
1052334,-202.9986381433665,984
1053303,-196.1878823555942,992
1054272,-203.4203345422374,1050
1055241,-199.95525597877878,993
1056210,-206.8001889330212,977
1057179,-202.98329011064652,1042
1058148,-197.54091417560593,961
1059117,-202.41873883113482,977
1060086,-210.86446112359323,1069
1061055,-202.79232278146955,1013
1062024,-207.34245381729767,996
1062993,-206.77319694309725,995
1063962,-200.78672976859252,944
1064931,-205.68199008310762,965
1065900,-195.46413593354532,972
1066869,-206.179180773981,990
1067838,-201.61815668422983,976
1068807,-202.78754700979573,1018
1069776,-207.93970423802028,989
1070745,-204.4354397955607,1008
1071714,-207.79869365557371,972
1072683,-200.23171413434397,931
1073652,-202.55258223823944,1019
1074621,-202.68611630640174,990
1075590,-202.37323818466206,1039
1076559,-202.07586341435731,965
1077528,-200.4420684731209,1060
1078497,-205.00724819302746,1038
1079466,-207.80458344512618,1020
1080435,-200.20499451316678,911
1081404,-209.26279098937957,1042
1082373,-209.96965823218918,981
1083342,-205.47422915728552,934
1084311,-208.72316204735503,1024
1085280,-206.84502870843167,950
1086249,-199.66311470551986,970
1087218,-202.8491397121377,963
1088187,-209.9414342036085,960
1089156,-195.58000908832273,1007
1090125,-209.66110140035636,1021
1091094,-208.7849651546874,993
1092063,-195.11812837479476,929
1093032,-198.96749316686765,983
1094001,-205.43502103876918,1042
1094970,-200.2997563730152,976
1095939,-206.50220506983288,1019
1096908,-201.09181015746412,1019
1097877,-205.04385069186566,987
1098846,-206.20415247036755,1038
1099815,-206.6308292310091,969
1100784,-204.38928683973785,957
1101753,-201.16278420903748,987
1102722,-198.77512343280955,974
1103691,-204.4455932650588,1028
1104660,-200.3984690717989,989
1105629,-204.19602426243813,1004
1106598,-203.36265944254734,1034
1107567,-199.09642214838823,995
1108536,-191.34060639838364,945
1109505,-206.23057475180104,1015
1110474,-207.35920649617225,1039
1111443,-202.38230656304862,1011
1112412,-200.58338073067802,932
1113381,-203.78242243886828,1013
1114350,-201.6329729574805,976
1115319,-192.34228680450371,935
1116288,-207.19249769363338,1042
1117257,-194.05069985659676,922
1118226,-206.05876507459146,1008
1119195,-203.71261350530332,1006
1120164,-203.01137420045725,962
1121133,-195.66541502816568,954
1122102,-198.80621080286878,932
1123071,-205.3610196096897,941
1124040,-194.18184889160472,987
1125009,-201.54060376520056,968
1125978,-198.95993985106324,941
1126947,-209.45615693147184,1028
1127916,-191.6889661547191,968
1128885,-203.3136105255193,1021
1129854,-195.8031261172804,938
1130823,-203.42640114848285,957
1131792,-200.5275868327774,1003
1132761,-203.33454118107466,1042
1133730,-202.5325743248875,946
1134699,-202.41965997021927,1035
1135668,-198.35479606183958,938
1136637,-201.46176135843834,964
1137606,-203.57477395507607,982
1138575,-198.35882230774368,954
1139544,-200.76691893016607,950
1140513,-196.98570895430578,1009
1141482,-200.2314225627133,986
1142451,-200.0489398513807,993
1143420,-199.4676172807497,946
1144389,-199.36002420022584,944
1145358,-204.44676962304214,976
1146327,-200.96593762079416,1028
1147296,-207.4412064783521,961
1148265,-192.76917480084649,932
1149234,-203.80290285561014,998
1150203,-201.84217976115767,1031
1151172,-201.20116648219744,932
1152141,-191.13072301052227,1005
1153110,-200.5896180099372,1006
1154079,-195.2593694733718,969
1155048,-188.61259848178588,1005
1156017,-204.88123454782755,1050
1156986,-196.91660425159284,1005
1157955,-201.1550680204605,922
1158924,-203.57351882354055,954
1159893,-194.13647335824598,1020
1160862,-196.91797954580647,973
1161831,-202.26258968130816,983
1162800,-205.80082211101637,956
1163769,-201.02176303270434,1023
1164738,-198.0874121019056,948
1165707,-199.18149838707419,966
1166676,-199.96874376487523,949
1167645,-200.50961271957937,975
1168614,-194.71854314056614,945
1169583,-200.22566103414837,950
1170552,-198.35124919052936,931
1171521,-193.37994970213148,978
1172490,-190.75550629403804,986
1173459,-197.12745885635115,910
1174428,-201.3580774012723,920
1175397,-183.7917991992869,937
1176366,-196.95569723454398,920
1177335,-197.8937739057862,954
1178304,-206.36829957949357,1002
1179273,-180.92912363060944,971
1180242,-196.01007153521343,906
1181211,-187.29364220274607,937
1182180,-189.11869606027247,977
1183149,-191.92178502130517,919
1184118,-198.54267479168294,986
1185087,-196.23596972436525,961
1186056,-190.08389143380026,982
1187025,-189.8895199693487,958
1187994,-199.03306287524632,1038
1188963,-193.90183995621624,976
1189932,-196.27114782577476,1004
1190901,-184.47313351089966,915
1191870,-200.33200996508876,1005
1192839,-196.34748323729326,979
1193808,-200.4983862131303,944
1194777,-196.72601170624213,909
1195746,-203.4120199222532,988
1196715,-193.2176748746255,943
1197684,-202.77204832848182,1015
1198653,-204.9494444057249,1037
1199622,-199.657024160859,973
1200591,-198.8094018589018,962
1201560,-198.21004245282435,998
1202529,-190.65941691397407,936
1203498,-198.66197371226502,960
1204467,-203.12336883889174,988
1205436,-194.3304088966601,936
1206405,-199.08654792593913,999
1207374,-195.01366323157265,969
1208343,-195.93981367298917,1029
1209312,-195.5035708835515,1004
1210281,-198.04726408299058,926
1211250,-199.31551951785747,928
1212219,-201.69586547764112,986
1213188,-201.7507893880979,985
1214157,-201.7268811379008,1029
1215126,-197.00862827499205,968
1216095,-202.83027804095764,973
1217064,-202.04014016170188,1123
1218033,-196.69461045196616,959
1219002,-204.9603566720957,1013
1219971,-198.65982068393305,964
1220940,-197.22445633859638,994
1221909,-197.89241447024503,996
1222878,-203.29050172260318,1042
1223847,-197.03247662690978,984
1224816,-198.29766160038093,950
1225785,-196.5383872922626,1031
1226754,-201.72516113266323,981
1227723,-201.80309693942866,1031
1228692,-198.0992747670016,953
1229661,-201.6103106634122,933
1230630,-190.35402234086357,1006
1231599,-192.95040018044938,982
1232568,-201.0113881620108,1013
1233537,-188.55281028676058,985
1234506,-196.47776484390312,972
1235475,-197.02035302020195,921
1236444,-194.88616671611385,933
1237413,-195.68141590797626,935
1238382,-186.7535020025805,1013
1239351,-188.81061813835115,991
1240320,-194.55657700612235,933
1241289,-192.9109605302316,963
1242258,-190.1903476807459,945
1243227,-190.95275521158783,1012
1244196,-197.2155480758358,969
1245165,-203.4741031019459,1041
1246134,-194.47995220129803,903
1247103,-196.8225207308216,937
1248072,-193.70112536858247,996
1249041,-198.3383621160639,952
1250010,-201.11102887907984,988
1250979,-195.56962684200684,1029
1251948,-201.85987020770614,997
1252917,-205.16447447634144,1019
1253886,-199.14589215617232,1009
1254855,-202.78835845101858,1024
1255824,-201.01539775310928,1052
1256793,-198.7067804686337,963
1257762,-199.90450175137855,994
1258731,-197.55541601566205,956
1259700,-198.21081627652805,956
1260669,-208.0391150118088,980
1261638,-202.5007627001583,965
1262607,-205.4784255254445,975
1263576,-204.17511307454606,940
1264545,-200.94360826513554,933
1265514,-204.67443206009634,998
1266483,-209.08618739337953,964
1267452,-201.69995772383265,965
1268421,-200.493164894642,933
1269390,-197.04587163808358,1001
1270359,-202.77944761658168,918
1271328,-195.08454871487794,1018
1272297,-201.65969772877625,1010
1273266,-199.41956339382764,942
1274235,-204.12652976920876,992
1275204,-199.705913156349,923
1276173,-199.63951869921522,1003
1277142,-201.84421108202278,973
1278111,-208.65840626206813,1019
1279080,-205.50143527527413,975
1280049,-203.7359342953828,1040
1281018,-204.0005172415742,1012
1281987,-205.2127467929582,1005
1282956,-206.7303080125191,1030
1283925,-196.72231608122985,1052
1284894,-202.6739877992029,977
1285863,-204.75227290004918,1063
1286832,-198.25938742272314,1024
1287801,-205.39409030156475,991
1288770,-204.5867543498855,957
1289739,-209.34922620796812,1022
1290708,-202.88024756080563,965
1291677,-207.31841078801847,979
1292646,-201.65980517352756,951
1293615,-208.79329225771886,967
1294584,-205.31406623233212,990
1295553,-202.67172674497175,991
1296522,-201.089900677978,939
1297491,-201.17678590639986,1018
1298460,-201.79158012766908,1020
1299429,-205.89596463088853,934
1300398,-210.7700782112179,1017
1301367,-208.04500732528183,1026
1302336,-211.85207753096083,992
1303305,-201.54469659553726,995
1304274,-197.1421103426715,914
1305243,-207.0608873969898,1040
1306212,-211.65132973984646,948
1307181,-201.37887970874493,987
1308150,-201.31254500444768,952
1309119,-206.541938304336,949
1310088,-207.81085532584487,1038
1311057,-207.27543981691701,1033
1312026,-200.27308927527432,972
1312995,-206.470339257216,979
1313964,-215.15898478325164,1047
1314933,-215.17617890502135,974
1315902,-211.73613241848767,1026
1316871,-203.36944469125078,929
1317840,-200.3428599740509,1003
1318809,-206.0980006170953,1036
1319778,-201.12442589630712,1018
1320747,-210.07452029766586,1021
1321716,-204.66225434032563,961
1322685,-205.38743909810538,1007
1323654,-205.15333922310447,1037
1324623,-207.7667145192313,1066
1325592,-203.93971070642934,972
1326561,-200.3962915161799,942
1327530,-207.61873359952926,959
1328499,-204.86605398159523,968
1329468,-204.5927329218518,967
1330437,-202.16945348272816,998
1331406,-204.36814504889205,997
1332375,-198.3233080789271,975
1333344,-205.12421770446375,973
1334313,-205.33075451617427,973
1335282,-205.68413058506428,1066
1336251,-201.70120776909536,989
1337220,-213.8709421955594,973
1338189,-197.21633360762144,949
1339158,-203.92396199444272,944
1340127,-203.46287734901216,977
1341096,-205.81035555581371,960
1342065,-197.4481528074684,960
1343034,-206.1556660828431,961
1344003,-197.9130269426242,999
1344972,-204.73520707014993,938
1345941,-210.26426063997678,1009
1346910,-205.65959798138874,944
1347879,-205.24351320707845,980
1348848,-206.5812692971786,987
1349817,-205.2773814454587,1002
1350786,-208.36724912464922,1017
1351755,-206.17092160082157,964
1352724,-200.00244246650766,996
1353693,-209.90405121257515,945
1354662,-203.61315153637753,992
1355631,-207.96927379024783,966
1356600,-211.45178235982146,1050
1357569,-207.21790797305405,945
1358538,-204.29931510163405,971
1359507,-205.12378753276812,955
1360476,-211.093990950541,940
1361445,-208.47926509514778,1030
1362414,-211.86674330988205,1075
1363383,-204.88509654644088,1012
1364352,-192.81106870956054,979
1365321,-213.35078673162428,1080
1366290,-203.42085673441142,957
1367259,-204.72073082451658,1002
1368228,-210.9409517990085,947
1369197,-203.64786904256627,979
1370166,-210.5865744700565,1003
1371135,-199.7264714241665,928
1372104,-208.15236454558305,1021
1373073,-205.32649704448366,1054
1374042,-206.26316463564305,988
1375011,-200.57204336641746,1040
1375980,-206.86619669373934,955
1376949,-203.84745806093326,1061
1377918,-207.55372486774633,958
1378887,-208.41345157932287,979
1379856,-206.6730271508517,929
1380825,-195.41112767978916,959
1381794,-207.00531757373497,998
1382763,-199.03982929862454,967
1383732,-207.4177390390692,996
1384701,-212.33441994955353,997
1385670,-200.95250252393848,1021
1386639,-206.58123473172523,1022
1387608,-205.53747790641103,976
1388577,-224.88585704723442,1095
1389546,-201.8867660581349,942
1390515,-208.00440637629845,968
1391484,-194.8996065602943,961
1392453,-199.04219936092625,995
1393422,-204.74650711313012,1007
1394391,-203.53970459965115,957
1395360,-205.56558178558691,1027
1396329,-198.44048500600584,984
1397298,-206.81515787541565,1003
1398267,-200.84029932830612,963
1399236,-200.52959263048135,967
1400205,-200.40947975837565,1000
1401174,-205.21436185200199,915
1402143,-208.0134542333781,952
1403112,-201.64549073129723,953
1404081,-202.45249392783583,957
1405050,-209.35823640623423,1029
1406019,-204.1909960650352,1007
1406988,-204.17383376691419,980
1407957,-205.70368071127595,965
1408926,-191.26226144833848,899
1409895,-200.50793778036353,999
1410864,-195.31615641017544,970
1411833,-206.79841168963495,985
1412802,-203.00185114304273,1046
1413771,-209.60787160116163,985
1414740,-206.14105221467983,969
1415709,-199.0532934049637,1071
1416678,-205.76947955367925,1025
1417647,-205.64314012500537,951
1418616,-207.2892719926338,974
1419585,-203.23638199680818,925
1420554,-203.7047415180666,1024
1421523,-193.37127248778108,962
1422492,-206.4078257618376,1014
1423461,-211.51672027353538,1018
1424430,-203.38324211478658,1025
1425399,-201.5773712934035,1021
1426368,-191.96604631997684,982
1427337,-203.02658372326061,927
1428306,-197.65870986887384,998
1429275,-194.1626432132772,953
1430244,-205.82271469788574,986
1431213,-201.097172107055,975
1432182,-204.34738813321084,947
1433151,-203.85046900437104,965
1434120,-202.99487823796164,1028
1435089,-205.56876274149076,1018
1436058,-196.53308261767359,968
1437027,-205.5241787894436,1012
1437996,-200.7260723102347,971
1438965,-201.8124517451113,1006
1439934,-201.59940424053465,945
1440903,-206.72941585367695,982
1441872,-204.79538318113305,972
1442841,-194.89048925012165,922
1443810,-191.56989332697782,977
1444779,-201.3182822530981,1043
1445748,-194.08034423690515,941
1446717,-199.67778427557738,979
1447686,-208.00319579335954,1041
1448655,-216.88123822688692,1057
1449624,-200.54714702236407,1021
1450593,-192.96937720502004,983
1451562,-208.68846116198907,968
1452531,-204.81162309465608,1021
1453500,-202.91269089713475,1039
1454469,-201.91584926668918,1030
1455438,-208.00379857581035,991
1456407,-206.2684754383776,1035
1457376,-200.2668304017547,944
1458345,-207.60771810375246,975
1459314,-201.5496946042414,978
1460283,-215.07088523395518,1012
1461252,-222.97186119881954,1118
1462221,-209.30126402732992,1079
1463190,-206.84120066439618,1033
1464159,-208.62026330200504,990
1465128,-201.16981784240465,955
1466097,-206.50098986541886,1011
1467066,-198.1601479019296,973
1468035,-205.2131938644687,976
1469004,-210.59672562235727,1040
1469973,-202.64077563423004,978
1470942,-209.9872533622191,1028
1471911,-201.25126726426436,1019
1472880,-205.89436063658516,949
1473849,-205.8146304546675,1090
1474818,-212.25386599803394,1029
1475787,-208.45558599478505,1005
1476756,-212.16282529090228,1175
1477725,-210.7123911591973,1034
1478694,-210.99513054098313,1013
1479663,-210.44793968508853,1034
1480632,-195.70928295519582,932
1481601,-210.6516197083797,1039
1482570,-201.07131209658004,929
1483539,-213.2854702780225,1062
1484508,-206.75393644404025,1053
1485477,-214.99450976030238,1042
1486446,-210.24537995729312,1145
1487415,-218.44863868901822,991
1488384,-191.99522330882326,943
1489353,-205.98989462923535,1032
1490322,-214.35192816455162,1053
1491291,-224.24681936540193,1139
1492260,-210.1327226253682,1047
1493229,-204.10429070677046,975
1494198,-215.39162696834978,1081
1495167,-197.24133092233419,1002
1496136,-222.34958174335065,1088
1497105,-205.31902934411255,1031
1498074,-205.45038057182762,1000
1499043,-198.7975186130949,954
1500012,-200.33370269892816,982
1500981,-203.65882748762445,1120
1501950,-195.2389966322279,1012
1502919,-198.63328027647876,994
1503888,-203.40402460282058,1017
1504857,-200.90783615150852,1008
1505826,-198.18368120336447,922
1506795,-209.03604762326907,1009
1507764,-203.18381873262493,1017
1508733,-195.6902094555797,934
1509702,-197.72587206491076,946
1510671,-197.15737667349995,1013
1511640,-199.23696080860338,1019
1512609,-208.3638290944541,955
1513578,-201.56538966371693,970
1514547,-203.2838783157126,980
1515516,-201.7309793202592,953
1516485,-195.44603611463378,947
1517454,-193.36476071265918,1029
1518423,-194.06824666309637,951
1519392,-198.63128117229843,1067
1520361,-203.0388226330615,976
1521330,-214.93828596794785,1102
1522299,-202.8902225988533,984
1523268,-202.48250478522186,986
1524237,-208.85629951140146,1090
1525206,-200.66259910334662,974
1526175,-194.58362293934422,994
1527144,-200.95065563070506,978
1528113,-200.52170240209,988
1529082,-205.2966506834518,986
1530051,-197.4633470075878,972
1531020,-196.04834777790813,1049
1531989,-198.1059193938307,915
1532958,-201.80651473917592,992
1533927,-201.53625365559213,961
1534896,-200.258198763394,995
1535865,-199.73063258131108,1004
1536834,-203.69357683743232,953
1537803,-207.64885272485012,960
1538772,-208.54900327670092,1091
1539741,-199.186276802115,937
1540710,-202.8193262657706,992
1541679,-194.67357371861692,1026
1542648,-202.6882253073558,963
1543617,-202.44029549753785,991
1544586,-209.83346303051897,1007
1545555,-195.81175215087382,920
1546524,-223.45671154210424,1070
1547493,-198.88110572942904,1002
1548462,-204.95481101027485,1019
1549431,-191.82735929606005,962
1550400,-202.79832356651409,1006
1551369,-199.45372528077388,936
1552338,-192.42631759437828,1070
1553307,-188.8079178200529,1002
1554276,-190.92616899014578,986
1555245,-187.96226347986996,914
1556214,-197.40557850148465,954
1557183,-203.41254479887098,1029
1558152,-198.2798691044368,941
1559121,-199.80448898277882,989
1560090,-206.87076623002332,1020
1561059,-200.77575101094476,975
1562028,-195.76861839449714,956
1562997,-204.07058108867005,1006
1563966,-201.01906057956526,956
1564935,-191.2095223504958,1023
1565904,-193.33463542679016,1022
1566873,-203.5010713459352,954
1567842,-204.65910174105696,1044
1568811,-190.26276100635596,1013
1569780,-204.5147270721109,919
1570749,-198.98019534558088,967
1571718,-204.5274041008765,956
1572687,-204.81478940995564,963
1573656,-200.7048464723187,1023
1574625,-196.22482970215745,963
1575594,-198.34975650176867,960
1576563,-201.21087566006233,983
1577532,-200.65757869141723,987
1578501,-196.29752649620926,1009
1579470,-207.49087849856733,994
1580439,-210.23761244580803,1025
1581408,-197.77166984022455,1012
1582377,-199.172869561468,942
1583346,-204.62544642880127,1037
1584315,-207.85471462972558,988
1585284,-211.01337317021512,1050
1586253,-203.61465379994016,1028
1587222,-194.71075510289083,996
1588191,-202.5144822425716,1042
1589160,-204.13104061301203,974
1590129,-202.6814523587753,1025
1591098,-203.5577393544536,954
1592067,-204.6247594535244,1019
1593036,-197.2773405396293,940
1594005,-205.47659272008792,1013
1594974,-205.8228259426673,976
1595943,-201.69095255943026,947
1596912,-203.05819533112617,984
1597881,-203.14639157978706,918
1598850,-208.18968184479456,978
1599819,-202.8412529539267,938
1600788,-205.63959319536352,935
1601757,-200.16313623603136,969
1602726,-201.87463376070627,962
1603695,-204.75715542526228,980
1604664,-201.34605103001357,983
1605633,-203.7927977984254,982
1606602,-197.89067734080047,984
1607571,-204.01594980450787,967
1608540,-198.82818007227488,944
1609509,-203.6290281735408,953
1610478,-188.48516007062756,931
1611447,-198.087209991127,968
1612416,-196.63871700170122,952
1613385,-198.16290581284872,947
1614354,-209.4978495214643,1025
1615323,-197.7057982215629,935
1616292,-192.0495576784151,924
1617261,-199.975530646198,1028
1618230,-207.1805572504271,1003
1619199,-201.7013177100137,1010
1620168,-197.06006042862737,958
1621137,-203.59772701372793,980
1622106,-201.76982283812623,971
1623075,-198.68394989259767,929
1624044,-201.27687158676426,976
1625013,-203.3429328151595,934
1625982,-195.0573967672594,993
1626951,-201.6476136291115,949
1627920,-192.53592868009792,1004
1628889,-197.09453205318485,991
1629858,-205.853579907094,939
1630827,-191.79694474178072,969
1631796,-200.5071500555225,951
1632765,-198.81216813088886,939
1633734,-190.23810246505724,947
1634703,-197.6993509326852,968
1635672,-190.71293295032558,957
1636641,-199.80602673689654,976
1637610,-205.57625618287327,1013
1638579,-202.1394682151892,990
1639548,-202.00736386240138,966
1640517,-194.34664061643974,988
1641486,-203.4923476645143,1004
1642455,-203.25663761074802,1052
1643424,-206.6802613342443,941
1644393,-202.36040571578872,980
1645362,-199.87129653556914,953
1646331,-207.7624535809953,967
1647300,-202.66728506392042,945
1648269,-198.29289294245427,937
1649238,-203.50372021135564,976
1650207,-197.46375407452865,941
1651176,-202.99387672638136,916
1652145,-201.28275181280122,997
1653114,-196.18924348636855,1005
1654083,-205.4242328030904,1025
1655052,-197.60558058142524,956
1656021,-195.24502710386545,974
1656990,-195.54880550979675,967
1657959,-197.55107596221958,958
1658928,-194.7110694589198,973
1659897,-197.5063422631083,945
1660866,-195.82675573061596,943
1661835,-205.07474797980674,976
1662804,-197.05569608391644,919
1663773,-206.75942946613827,990
1664742,-193.3881677776621,943
1665711,-207.47216216647394,964
1666680,-190.2476639232862,960
1667649,-210.20945215012722,1053
1668618,-203.0604121114747,985
1669587,-198.53410578075386,1033
1670556,-193.5390419492563,954
1671525,-187.97570556114226,951
1672494,-203.7472305927835,970
1673463,-201.22685429303138,997
1674432,-185.33263777226196,982
1675401,-190.6793754040729,920
1676370,-199.24582966699742,968
1677339,-199.27460540552346,964
1678308,-200.97289328164612,958
1679277,-191.49349628212022,926
1680246,-197.44570007824825,994
1681215,-186.92797343133964,996
1682184,-202.0069665630697,943
1683153,-196.87649109600022,992
1684122,-194.43727001944686,956
1685091,-203.24846860418774,1004
1686060,-206.31706958778636,987
1687029,-200.52380663985525,1026
1687998,-202.3931511910233,999
1688967,-187.01796431814955,987
1689936,-210.66291959929134,1103
1690905,-197.39981564983097,985
1691874,-202.60579497961024,991
1692843,-197.78008248811236,990
1693812,-202.4435080278455,986
1694781,-198.53955455687586,967
1695750,-198.6564753717923,1007
1696719,-194.044012305237,885
1697688,-201.10472093003776,1031
1698657,-200.4571179124704,977
1699626,-203.76511676477108,948
1700595,-205.4677621635656,999
1701564,-202.7571367973461,974
1702533,-197.47808446066054,969
1703502,-200.89274730930362,933
1704471,-202.26267533371887,988
1705440,-199.62404519578004,960
1706409,-209.95943627942336,993
1707378,-200.7740673433408,1053
1708347,-202.2778789015023,998
1709316,-188.20701923044118,977
1710285,-204.5252891990303,1092
1711254,-196.40753934104222,950
1712223,-208.84800173035126,1040
1713192,-205.0685278316346,1033
1714161,-205.3320116603105,1030
1715130,-180.53534704247474,977
1716099,-206.403497147979,1058
1717068,-199.85861220550262,1002
1718037,-201.43515249317397,1020
1719006,-193.0652952221762,947
1719975,-194.49903411253908,989
1720944,-198.14752187705685,946
1721913,-200.7540782625884,957
1722882,-199.6291316287329,929
1723851,-197.37707735999174,979
1724820,-195.04614034914832,1010
1725789,-198.79571572915836,1038
1726758,-193.49982495111115,995
1727727,-206.19871926063,959
1728696,-201.2290660959181,994
1729665,-196.99395484428834,1031
1730634,-197.70255777268252,949
1731603,-199.5073966015733,947
1732572,-197.67824731605083,997
1733541,-204.3416369345854,1026
1734510,-193.53626318209766,1022
1735479,-203.6464479101982,1023
1736448,-204.93735087731923,1001
1737417,-197.87849694597472,1003
1738386,-200.7302199532154,961
1739355,-199.62106572542882,1009
1740324,-204.73795339179398,1012
1741293,-205.74573813990054,1004
1742262,-203.07794015888956,1024
1743231,-203.90553949416255,1021
1744200,-205.01406060963146,997
1745169,-205.11715264401954,997
1746138,-201.6802344011535,999
1747107,-205.71002516441365,1062
1748076,-200.36560565723926,958
1749045,-201.7209268694748,975
1750014,-187.445798950657,903
1750983,-193.26556344711983,977
1751952,-203.04569509680732,970
1752921,-186.15586581018198,1051
1753890,-196.65556904315596,1020
1754859,-195.34774571977613,1060
1755828,-197.08176734971886,1036
1756797,-201.29606879932717,992
1757766,-200.1344874341284,1037
1758735,-203.53116993097703,1030
1759704,-199.45634326573017,962
1760673,-196.18200727441925,1020
1761642,-197.30819121321878,966
1762611,-195.37807479118587,1008
1763580,-190.88108733358106,1005
1764549,-198.6161883350647,1014
1765518,-196.8038603831743,967
1766487,-200.99758235008855,1046
1767456,-201.76465602132998,979
1768425,-201.4401478937155,949
1769394,-194.72595078781865,1020
1770363,-210.85458383120505,1017
1771332,-210.53923488493197,1006
1772301,-200.1352634999079,1103
1773270,-211.34034018854405,1065
1774239,-213.71062719430356,1019
1775208,-210.80325744965424,1117
1776177,-207.708622514096,1100
1777146,-208.9497286206681,1079
1778115,-201.07534603673338,979
1779084,-199.5217786311671,1048
1780053,-202.29442816987483,1037
1781022,-214.05362714322996,1096
1781991,-204.1793448107962,1036
1782960,-196.8351871039418,1004
1783929,-205.3291400933393,1021
1784898,-201.6056079918827,950
1785867,-217.6719622121859,1093
1786836,-193.4551781943831,998
1787805,-200.04638243288835,1010
1788774,-201.22262896289584,1036
1789743,-202.22864136539664,1007
1790712,-207.16268342696958,1018
1791681,-216.12794414476647,999
1792650,-211.3750337916017,1075
1793619,-203.91514123730695,994
1794588,-207.164465668237,1037
1795557,-205.41406789129323,1095
1796526,-202.94144538860314,1027
1797495,-214.95527954449037,1048
1798464,-214.2290453598761,1085
1799433,-194.210421186171,991
1800402,-200.39925932178997,1026
1801371,-200.43803113270872,979
1802340,-196.3654171720528,953
1803309,-206.482660675126,988
1804278,-205.01076471579202,1013
1805247,-205.97372587908572,1071
1806216,-203.0131200577017,990
1807185,-211.4521465263314,1089
1808154,-198.45884779774494,1056
1809123,-187.40072111170804,971
1810092,-201.26719163955718,1041
1811061,-200.14308594526685,993
1812030,-214.18314390279133,1070
1812999,-194.69318673942567,1011
1813968,-199.63713879311146,1002
1814937,-205.76988402351103,1041
1815906,-199.57956941510488,1057
1816875,-198.8256491136345,1074
1817844,-189.83322701020225,928
1818813,-192.90357821473768,967
1819782,-198.71650981118626,951
1820751,-190.29087701615637,963
1821720,-196.33353989771442,973
1822689,-200.2576709094229,983
1823658,-198.33584202226476,1020
1824627,-197.2566905237179,1033
1825596,-203.5293497710378,994
1826565,-202.53551430387108,1046
1827534,-205.03880504532148,977
1828503,-188.91356826264973,947
